Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating,Visibility Category
Regular,FDO09,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.0,13.15,262.89,3.6,Low Visibility
Low Fat,FDD17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033,7.5,235.99,3.6,Low Visibility
Low Fat,FDC20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.024,10.65,54.03,3.6,Low Visibility
Low Fat,NCI18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.014,18.35,224.57,3.6,Low Visibility
Low Fat,FDW13,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.098,8.5,52.53,3.6,High Visibility
Low Fat,FDA50,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.087,16.25,98.34,3.6,High Visibility
Low Fat,FDT43,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.021,16.35,51.23,3.6,Low Visibility
Low Fat,FDD57,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.022,18.1,96.01,3.6,Low Visibility
Low Fat,DRG11,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,6.385,108.96,3.6,Low Visibility
Low Fat,NCB30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026,14.6,199.91,3.6,Low Visibility
Low Fat,NCR50,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.012,20.2,151.63,3.6,Low Visibility
Low Fat,FDX21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.085,7.05,111.19,3.6,High Visibility
Low Fat,FDJ46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.045,11.1,174.21,3.6,Low Visibility
Low Fat,FDX45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,16.75,156.16,3.6,Low Visibility
Regular,FDN23,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.076,6.575,146.44,3.6,High Visibility
Regular,FDV52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.122,20.7,118.05,3.6,High Visibility
Regular,FDQ07,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.087,15.1,221.85,3.6,High Visibility
Regular,FDX56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.074,17.1,209.06,3.6,High Visibility
Low Fat,NCE43,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.103,12.5,170.84,3.6,High Visibility
Low Fat,NCD07,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,9.1,115.45,3.6,Low Visibility
Low Fat,FDX13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.048,7.725,250.21,3.6,Low Visibility
Low Fat,FDR26,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.043,20.7,178.3,3.6,Low Visibility
Low Fat,FDD05,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.017,19.35,120.91,3.6,Low Visibility
Low Fat,FDQ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,8.325,41.61,3.6,Low Visibility
Low Fat,NCI29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033,8.6,140.92,3.6,Low Visibility
Low Fat,NCP55,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.011,14.65,55.66,3.6,Low Visibility
Low Fat,FDI46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.074,9.5,251.97,3.6,High Visibility
Low Fat,FDI33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.028,16.5,91.01,3.6,Low Visibility
Low Fat,DRE49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021,20.75,151.9,3.6,Low Visibility
Low Fat,FDF02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.104,16.2,102.5,3.6,High Visibility
Low Fat,NCP05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.025,19.6,151.7,3.6,Low Visibility
Low Fat,NCW30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.011,5.21,257.9,3.6,Low Visibility
Low Fat,NCL54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.083,12.6,174.51,3.6,High Visibility
Low Fat,NCF42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.168,17.35,176.77,3.6,High Visibility
Low Fat,NCP30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.033,20.5,39.38,3.6,Low Visibility
Low Fat,NCO43,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.047,5.5,100.0,3.6,Low Visibility
Low Fat,FDC46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.117,17.7,184.03,3.6,High Visibility
Regular,FDL13,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,0.056,13.85,234.93,3.6,High Visibility
Regular,FDE41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.064,9.195,85.96,3.6,High Visibility
Regular,FDR27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.096,15.1,133.49,3.6,High Visibility
Regular,FDL21,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.007,15.85,39.35,3.6,Low Visibility
Regular,FDZ36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.066,6.035,184.42,3.6,High Visibility
Regular,FDW12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.036,8.315,144.34,3.6,Low Visibility
Regular,FDK25,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.158,11.6,168.35,3.6,High Visibility
Regular,FDP08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.113,20.5,194.15,3.6,High Visibility
Regular,FDM15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.058,11.8,152.44,3.6,High Visibility
Low Fat,DRF60,Soft Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.052,10.8,240.36,3.6,Low Visibility
Low Fat,FDX58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.044,13.15,181.3,3.6,Low Visibility
Low Fat,FDP11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069,15.85,218.72,3.6,High Visibility
Low Fat,DRI39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.097,13.8,57.49,3.6,High Visibility
Low Fat,FDF04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014,17.5,256.43,3.6,Low Visibility
Low Fat,FDY31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044,5.98,148.24,3.6,Low Visibility
Low Fat,FDR43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161,18.2,37.82,3.6,High Visibility
Low Fat,NCC30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028,16.6,176.63,3.6,Low Visibility
Low Fat,FDQ10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033,12.85,172.04,3.6,Low Visibility
Low Fat,FDL22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036,16.85,91.05,3.6,Low Visibility
Low Fat,DRG13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037,17.25,162.55,3.6,Low Visibility
Regular,FDM04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047,9.195,52.07,3.6,Low Visibility
Regular,FDA04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067,11.3,260.9,3.6,High Visibility
Low Fat,FDE26,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.149,9.3,143.08,3.6,High Visibility
Low Fat,FDA19,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.092,7.52,128.8,3.6,High Visibility
Low Fat,NCJ30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.135,5.82,170.58,3.6,High Visibility
Low Fat,NCF18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.149,18.35,191.95,3.6,High Visibility
Low Fat,DRA12,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.069,11.6,143.02,3.6,High Visibility
Regular,FDN03,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.025,9.8,248.54,3.6,Low Visibility
Regular,FDV22,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.017,14.85,157.56,3.6,Low Visibility
Low Fat,NCA17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.045,20.6,148.44,3.6,Low Visibility
Low Fat,FDP38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.032,10.1,50.9,3.6,Low Visibility
Low Fat,FDD50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.142,18.85,168.41,3.6,High Visibility
Low Fat,FDA50,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.087,16.25,96.04,3.6,High Visibility
Low Fat,FDX20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.043,7.365,228.37,3.6,Low Visibility
Low Fat,FDA56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.009,9.21,120.84,3.6,Low Visibility
Low Fat,FDB33,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.015,17.75,158.13,3.6,Low Visibility
Low Fat,FDL44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.012,18.25,162.89,3.6,Low Visibility
Low Fat,DRH23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.17,14.65,55.26,3.6,High Visibility
Low Fat,NCK29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.126,5.615,123.47,3.6,High Visibility
Low Fat,NCN43,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.007,12.15,122.17,3.6,Low Visibility
Low Fat,NCM19,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.047,12.65,114.12,3.6,Low Visibility
Low Fat,FDC47,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.119,15.0,229.97,3.6,High Visibility
Low Fat,FDR10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.01,17.6,161.56,3.6,Low Visibility
Regular,FDP36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.091,10.395,52.3,3.6,High Visibility
Regular,FDI04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.073,13.65,197.14,3.6,High Visibility
Regular,FDU16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.058,19.25,85.29,3.6,High Visibility
Regular,FDG56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.071,13.3,61.05,3.6,High Visibility
Regular,FDF08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.065,14.3,88.49,3.6,High Visibility
Low Fat,NCM54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051,17.7,127.37,3.6,Low Visibility
Low Fat,FDV21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.172,11.5,126.07,3.6,High Visibility
Low Fat,FDS12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175,9.1,127.24,3.6,High Visibility
Low Fat,FDX16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,17.85,148.0,3.6,Low Visibility
Low Fat,FDM32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021,20.5,88.18,3.6,Low Visibility
Low Fat,NCM06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076,7.475,153.97,3.6,High Visibility
Low Fat,NCN18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.125,8.895,113.35,3.6,High Visibility
Low Fat,NCF07,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032,9.0,102.0,3.6,Low Visibility
Low Fat,NCB43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1,20.2,188.69,3.6,High Visibility
Low Fat,FDV15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.147,10.3,102.36,3.6,High Visibility
Low Fat,FDX34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072,6.195,120.61,3.6,High Visibility
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114,11.8,185.39,3.6,High Visibility
Regular,FDT14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128,10.695,121.84,3.6,High Visibility
Regular,FDT19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.146,7.59,172.81,3.6,High Visibility
Regular,FDI34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085,10.65,231.47,3.6,High Visibility
Low Fat,DRH51,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0,13.35,89.19,3.6,Low Visibility
Low Fat,FDU38,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.082,13.35,192.95,3.6,High Visibility
Low Fat,FDB32,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.023,13.1,94.88,3.6,Low Visibility
Low Fat,FDS08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.057,13.1,178.44,3.6,High Visibility
Low Fat,DRG23,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.086,10.1,151.27,3.6,High Visibility
Low Fat,NCK18,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.007,13.15,164.12,3.6,Low Visibility
Low Fat,NCT42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.025,13.15,151.04,3.6,Low Visibility
Low Fat,NCV30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.066,13.15,62.35,3.6,High Visibility
Regular,FDL48,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.082,11.65,46.8,3.6,High Visibility
Regular,FDA02,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.03,13.35,143.58,3.6,Low Visibility
Regular,FDR32,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.085,13.1,226.77,3.6,High Visibility
Regular,FDZ39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.018,12.35,103.5,3.6,Low Visibility
Regular,FDI21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.056,13.15,63.92,3.6,High Visibility
Regular,FDO46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014,13.15,187.39,3.6,Low Visibility
Regular,FDW21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.006,13.15,98.84,3.6,Low Visibility
Regular,FDI16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.135,12.85,52.56,3.6,High Visibility
Regular,FDH17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.017,16.2,96.97,3.5,Low Visibility
Regular,FDV10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067,7.645,42.31,3.5,High Visibility
Low Fat,FDM20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,10.0,246.91,3.5,Low Visibility
Low Fat,FDH35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,18.25,164.75,3.5,Low Visibility
Regular,FDI04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073,13.65,197.64,3.5,High Visibility
Low Fat,NCD06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.099,13.0,45.41,3.5,High Visibility
Regular,FDB35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.065,12.3,92.98,3.5,High Visibility
Low Fat,DRE49,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.021,20.75,153.0,3.5,Low Visibility
Low Fat,FDU55,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036,16.2,260.63,3.5,Low Visibility
Low Fat,FDL27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011,6.17,66.38,3.5,Low Visibility
Low Fat,FDB27,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.055,7.575,195.28,3.5,High Visibility
Low Fat,FDH19,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033,19.35,175.47,3.5,Low Visibility
Regular,FDZ13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154,7.84,51.94,3.5,High Visibility
Low Fat,FDH57,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.036,10.895,133.63,3.5,Low Visibility
Regular,FDL52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0,6.635,39.75,3.5,Low Visibility
Low Fat,FDC15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.298,18.1,156.73,3.5,High Visibility
Regular,FDU21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077,11.8,34.76,3.5,High Visibility
Low Fat,FDL08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.05,10.8,245.91,3.5,Low Visibility
Low Fat,NCQ05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0,11.395,151.67,3.5,Low Visibility
Low Fat,FDD58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059,7.76,99.77,3.5,High Visibility
Low Fat,FDV45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.045,16.75,186.46,3.5,Low Visibility
Low Fat,NCX42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.006,6.36,164.55,3.5,Low Visibility
Low Fat,FDP19,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.174,11.5,128.17,3.5,High Visibility
Regular,FDL38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.026,12.15,88.42,3.5,Low Visibility
Low Fat,DRF23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.205,4.61,172.84,3.5,High Visibility
Low Fat,FDH12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085,9.6,105.13,3.5,High Visibility
Low Fat,FDM39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054,6.42,178.6,3.5,Low Visibility
Low Fat,NCC43,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093,7.39,249.51,3.5,High Visibility
Low Fat,NCP54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035,15.35,122.87,3.5,Low Visibility
Low Fat,NCG30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112,20.2,124.4,3.5,High Visibility
Low Fat,NCN07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034,18.5,129.93,3.5,Low Visibility
Low Fat,FDP34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137,12.85,157.66,3.5,High Visibility
Low Fat,DRD13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049,15.0,65.22,3.5,Low Visibility
Regular,FDR37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066,16.5,181.23,3.5,High Visibility
Regular,FDS16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066,15.15,147.88,3.5,High Visibility
Regular,FDF21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059,10.3,191.65,3.5,High Visibility
Regular,FDR19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16,13.5,147.61,3.5,High Visibility
Regular,FDS33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.124,6.67,90.05,3.5,High Visibility
Regular,FDT33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034,7.81,168.72,3.5,Low Visibility
Regular,FDI10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.079,8.51,173.54,3.5,High Visibility
Low Fat,FDY52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.013,12.85,59.35,3.5,Low Visibility
Low Fat,FDY09,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.044,13.15,173.81,3.5,Low Visibility
Regular,FDH31,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.0,12.35,98.2,3.5,Low Visibility
Regular,DRA24,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.07,11.8,163.29,3.5,High Visibility
Low Fat,FDO24,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.176,11.1,158.86,3.5,High Visibility
Low Fat,FDL04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.112,19.0,106.56,3.5,High Visibility
Low Fat,FDZ44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039,8.185,117.18,3.5,Low Visibility
Low Fat,FDA56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.009,9.21,123.14,3.5,Low Visibility
Low Fat,DRN47,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.017,12.1,179.17,3.5,Low Visibility
Low Fat,NCA17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,20.6,148.84,3.5,Low Visibility
Low Fat,NCL07,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.031,13.85,41.05,3.5,Low Visibility
Low Fat,FDM46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.16,7.365,94.71,3.5,High Visibility
Regular,FDT24,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,12.35,76.23,3.5,Low Visibility
Regular,FDX35,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,5.035,228.2,3.5,Low Visibility
Regular,FDL02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.104,20.0,107.46,3.5,High Visibility
Regular,FDT52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047,9.695,245.81,3.5,Low Visibility
Regular,FDN16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.063,12.6,102.2,3.5,High Visibility
Regular,FDA28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048,16.1,127.44,3.5,Low Visibility
Regular,FDW55,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.022,12.6,248.61,3.5,Low Visibility
Regular,FDG58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,10.695,156.2,3.5,Low Visibility
Low Fat,FDV32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.089,7.785,64.75,3.5,High Visibility
Low Fat,FDP04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.014,15.35,65.22,3.5,Low Visibility
Low Fat,FDG45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.128,8.1,210.49,3.5,High Visibility
Low Fat,FDS20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.054,8.85,181.53,3.5,Low Visibility
Low Fat,FDN31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.073,11.5,187.95,3.5,High Visibility
Low Fat,FDC44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.173,15.6,114.15,3.5,High Visibility
Low Fat,DRH36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033,16.2,73.97,3.5,Low Visibility
Low Fat,DRF37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,17.25,263.59,3.5,Low Visibility
Low Fat,FDS35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.112,9.3,64.68,3.5,High Visibility
Low Fat,FDG50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.015,7.405,92.41,3.5,Low Visibility
Low Fat,FDF14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027,7.55,151.93,3.5,Low Visibility
Low Fat,FDN02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.074,16.5,208.26,3.5,High Visibility
Low Fat,FDX19,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.097,19.1,232.7,3.5,High Visibility
Low Fat,DRN59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.065,15.0,47.31,3.5,High Visibility
Low Fat,NCB54,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05,8.76,126.23,3.5,Low Visibility
Low Fat,NCK53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038,11.6,99.3,3.5,Low Visibility
Low Fat,NCB19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.091,6.525,86.49,3.5,High Visibility
Low Fat,NCU18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.056,15.1,140.55,3.5,High Visibility
Low Fat,NCW06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.051,16.2,193.12,3.5,Low Visibility
Low Fat,NCN14,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.092,19.1,185.26,3.5,High Visibility
Low Fat,FDZ58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.052,17.85,123.71,3.5,Low Visibility
Low Fat,DRJ37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.061,10.8,150.4,3.5,High Visibility
Regular,FDU19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.047,8.77,170.54,3.5,Low Visibility
Regular,FDT56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.116,16.0,56.02,3.5,High Visibility
Regular,FDX46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.058,12.3,58.76,3.5,High Visibility
Regular,DRZ11,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,0.113,8.85,123.34,3.5,High Visibility
Regular,FDE35,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.044,7.06,60.29,3.5,Low Visibility
Regular,FDI48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.056,11.85,51.47,3.5,High Visibility
Regular,FDP01,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.064,20.75,151.77,3.5,High Visibility
Regular,FDH40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.079,11.6,81.73,3.5,High Visibility
Regular,FDP52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.071,18.7,228.6,3.5,High Visibility
Regular,FDG56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.072,13.3,63.25,3.5,High Visibility
Regular,FDZ51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.055,11.3,96.91,3.5,High Visibility
Low Fat,NCI54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034,15.2,109.69,3.5,Low Visibility
Regular,FDW04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.058,8.985,131.53,3.5,High Visibility
